D,D,D,D,D,D,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Geomean,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,NAS Metric v1,PGA RD4 SD,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,Saber Score,NAS $12K Engine Block [Single Entry] (Cup) ROI,NAS $12K Engine Block [Single Entry] (Cup) Sim Dupes,NAS $12K Engine Block [Single Entry] (Cup) Win Rate,NAS $12K Engine Block [Single Entry] (Cup) Cash Rate,NAS $12K Engine Block [Single Entry] (Cup) ROI StDev,NAS $3K Quarter Jukebox [Just $0.25!] (Cup) ROI,NAS $3K Quarter Jukebox [Just $0.25!] (Cup) Sim Dupes,NAS $3K Quarter Jukebox [Just $0.25!] (Cup) Win Rate,NAS $3K Quarter Jukebox [Just $0.25!] (Cup) Cash Rate,NAS $3K Quarter Jukebox [Just $0.25!] (Cup) ROI StDev
43463089,43463093,43463098,43463108,43463110,43463112,,272.6,158.8,197.1,230.8625,249.91499999999996,280.9,313.5245,151.20999999999998,50000,1,0,17.992676597185707,88.8472078842899,84.38666217655584,86.6574574311016,81.38815931169168,77.06121306505378,264.8356123063639,171.91064437259124,79.70567189435872,85.8170714410614,85.22990416158045,82.95910890703469,139.77675437927246,1.0780953168869019,0,0.006571428571428572,0.35314285714285715,8.351324171620996,1.930999994277954,0,0.0018571428571428571,0.3657142857142857,27.92365007935872
43463089,43463093,43463102,43463105,43463110,43463115,,284.2,170.88750000000002,206.525,238.75,255.7575,285.45249999999993,320.301,174.29999999999998,49300,0,0,27.00397922005614,91.13988910891236,84.61068515500742,87.63519503292622,80.59489410180078,82.55975725753107,210.000125777993,73.65650171655506,81.21979737523986,86.55854799779397,85.75858315600587,82.73407327808708,119.48429346084595,1.3165476322174072,0,0.004,0.43485714285714283,7.561469396239867,1.668999969959259,0,0.0008571428571428572,0.4592857142857143,21.371060319250788
43463089,43463093,43463098,43463105,43463112,43463115,,276.85,168.3625,205.2,239.825,255.465,282.245,317.005,169.12499999999997,49900,0,0,20.750614023626746,90.07812640670757,83.80703212938869,86.55424153964692,80.22539699183663,87.4121020668787,242.71555174953846,72.14975295862463,79.94550845927141,85.63064320690859,84.99405454965995,82.24684513940171,146.44631147384644,1.0723809003829956,0,0.006,0.37257142857142855,7.934046029268914,1.9027142524719238,0,0.0018571428571428571,0.39814285714285713,28.021928795996416
43463089,43463093,43463100,43463105,43463110,43463115,,283.95,176.1375,211.375,243.54999999999998,260.70249999999993,289.06749999999994,326.867,178.73,49800,1,0,27.00397922005614,91.95364127849004,85.25768077015607,88.28208215545452,81.36438363560617,87.11920759682424,228.84496097494235,173.5866047666511,81.73095263459236,87.45425847530674,86.85089911723514,83.8264977319367,148.6538052558899,1.349523901939392,0,0.004857142857142857,0.43,7.992635236717042,1.6138571500778198,1,0.0012857142857142859,0.45485714285714285,20.135017852169966
43463089,43463093,43463095,43463108,43463110,43463120,,277.4,163.6875,199.925,236.7375,256.03749999999997,286.3025,320.207,150.375,49900,0,0,23.639040828624392,90.4561982669918,85.19651292971959,87.76132885891518,81.90551911247937,82.97365278768822,235.8724496113208,72.66879057806807,80.70079349189913,86.73224710677675,86.16798047653465,83.60316454733906,148.3697533607483,1.1401190757751465,0,0.004,0.38742857142857146,7.618423496572585,1.7968571186065674,0,0.0015714285714285713,0.40485714285714286,25.816522315651426
43463089,43463093,43463096,43463108,43463110,43463118,,272.4,156.5,193.85000000000002,226.10000000000002,243.75750000000002,272.955,300.96000000000004,143.39,49900,0,0,18.8904069267709,87.71064295799525,82.7589403055699,85.06353066986972,79.4839385631885,71.8757821953601,237.2261717980681,71.78696300496738,78.51767127162682,83.88339240733194,82.94378917398646,80.63919880968663,135.7362985610962,0.9895238280296326,0,0.006,0.34285714285714286,8.095715196024832,1.9404285550117493,0,0.0018571428571428571,0.36157142857142854,28.321467369583658
43463089,43463093,43463096,43463105,43463110,43463122,,276.65,169.45000000000002,202.7,237.7,252.87249999999997,281.655,312.1525,166.975,50000,0,0,21.203764852420832,89.68413134034917,83.9395298277746,86.59613684782984,80.43696449091246,83.56000120930605,225.1022705304439,72.27486659091494,79.66818144912908,85.17328769417601,84.404889287288,81.74828226723275,126.82926654815674,0.9682142734527588,0,0.004285714285714286,0.36228571428571427,7.454444422791973,1.8404285907745361,0,0.002,0.39057142857142857,27.948328134631797
43463089,43463093,43463095,43463109,43463110,43463120,,275.75,164.03750000000002,201.72500000000002,240.21249999999998,256.2,282.31,316.9605,148.61,49700,1,0,22.094353974374922,90.37374491427391,84.74798700563342,87.13421386706604,81.56794006241748,87.71588020142126,250.9810259489162,172.5632167416396,80.43227838029915,86.51441221399396,85.91511315752614,83.5288862960935,119.64341402053833,1.0329762697219849,0,0.006,0.3782857142857143,7.673741163466328,1.7608571648597717,0,0.0017142857142857142,0.3945714285714286,26.502009252634448
43463089,43463093,43463101,43463102,43463110,43463115,,278.95,165.5375,200.75,236.475,254.10750000000002,280.21999999999997,308.35049999999995,150.03,50000,0,0,24.644569575965832,90.28927370851028,83.95495080900884,86.62372005911331,80.3144894783006,84.2032699846401,211.6939180085463,72.89559033414689,79.80133835867159,84.99611482634842,84.03831713309182,81.36954788298735,129.38525676727295,1.3039284944534302,0,0.004571428571428572,0.3954285714285714,7.992164965525162,1.4614285826683044,0,0.0008571428571428571,0.41728571428571426,20.196358929232318
43463089,43463091,43463093,43463107,43463118,43463120,,274.3,160.8875,197.40000000000003,228.49999999999997,246.315,274.96,300.8815,144.91,49900,0,0,20.582560585095514,88.31608069826456,82.89025714808851,85.36592243969316,79.44059035182882,85.96162519391048,220.88288036530025,71.97767905745677,78.5684336233924,83.6919801107726,82.68352289772339,80.20785760611874,133.08141231536865,0.9489285945892334,0,0.004857142857142857,0.3605714285714286,7.3751069969947,1.8092857003211975,0,0.002,0.3828571428571429,27.84464092074152
43463089,43463093,43463099,43463105,43463110,43463115,,283.2,174.95,210.95,243.7625,260.30749999999995,290.2025,322.67099999999994,175.07,50000,1,0,26.085449615239728,91.80938917832522,85.5336654709973,88.50236217737951,81.75803933551111,86.0094454549023,215.39992080258193,173.48767231904978,81.32448599898406,86.88970948471697,86.19260297253614,83.22390626615392,121.60130739212036,1.41869056224823,0,0.004285714285714286,0.4277142857142857,8.080073340626884,1.309657096862793,4,0.001142857142857143,0.44699999999999995,12.442579165919522
43463089,43463093,43463095,43463108,43463110,43463119,,272.4,168.10000000000002,204.3,241.1875,258.95249999999993,288.715,318.61,156.595,50000,1,0,23.118759453877704,90.12482376599468,85.06909250092393,87.59432085382566,82.06879713013393,86.32918496051235,262.8289357043396,171.34568702776357,79.59119787659638,85.74614941181518,85.3114803725275,82.78625201962576,129.5314908027649,0.9198809266090393,0,0.006,0.35314285714285715,7.6411012400328024,1.8005714416503906,0,0.002142857142857143,0.3677142857142857,28.28200287216412
43463089,43463093,43463100,43463102,43463110,43463120,,273.65,154.4375,189.85000000000002,223.21249999999998,241.3575,266.555,299.008,125.27999999999999,49700,0,0,21.243715017174676,87.50830647167106,81.71144986836464,84.02132185076154,78.18619022829154,69.76627196446783,204.0421244479337,72.12696944449628,78.60250585084238,83.80743786472999,82.7681702747916,80.4582982923947,139.71651792526245,1.124761939048767,0,0.005714285714285714,0.36257142857142854,8.09092488035213,1.5451428890228271,0,0.001,0.3852857142857143,22.656985791453884
43463089,43463093,43463102,43463107,43463108,43463112,,271.75,155.9375,189.375,224.1875,241.915,273.70500000000004,307.31699999999995,139.23499999999999,49700,0,0,19.485945573318467,87.12629614742352,82.35646495931665,84.81197678669977,78.97690164255474,66.80225091200683,217.79780668809082,71.3028238474248,78.62469257503737,84.2260035453206,83.49104947526683,81.0355376478837,125.6588339805603,0.955833375453949,0,0.005142857142857143,0.3422857142857143,7.7410190987045056,1.711571455001831,0,0.0018571428571428571,0.35814285714285715,27.443319184236238
43463089,43463093,43463097,43463108,43463110,43463115,,276.6,168.025,203.8,237.42499999999998,256.5174999999999,286.01,320.1175,156.64499999999998,49800,0,0,23.956509178361465,90.32869845070375,84.81765775427232,87.45297781257753,81.4750119666658,84.76513239575357,228.08856626462725,72.30341772738606,80.38383049578582,86.36770469324699,85.82892320588039,83.19360314757516,151.39470100402832,1.1766666173934937,0,0.004857142857142857,0.38085714285714284,7.996956216596332,1.4842857122421265,0,0.001,0.3985714285714286,21.36622290079141
43463089,43463093,43463094,43463109,43463110,43463120,,277.2,165.15,202.4,235.91249999999997,254.44499999999996,281.6675,316.3,146.945,49900,2,0,21.18802919459154,90.3969463331513,85.05022113871085,87.3630919266664,81.87250358277997,87.48700520866338,227.72789120680017,273.11658971243247,80.82729905700062,86.8941649691048,86.22513761361323,83.91226682565768,124.54444169998169,0.9649999737739563,0,0.004,0.37885714285714284,7.024721454117345,1.693142831325531,0,0.0015714285714285713,0.40114285714285713,25.671610478136245
43463089,43463093,43463095,43463107,43463110,43463121,,270.2,160.6625,196.14999999999998,231.6125,250.615,280.8125,311.6515,134.7,50000,0,0,20.65060427299004,88.45683627840342,83.76040949984896,86.12227301645012,80.75222492812853,79.9199184196477,252.02819348779747,71.05541407109216,78.85796573202764,84.85526753539574,84.29865387636197,81.9367903597608,123.99789094924927,0.9774999618530273,0,0.006857142857142857,0.3291428571428571,8.069997572087122,1.6285714507102966,0,0.0017142857142857144,0.346,26.206012318239843
43463089,43463093,43463099,43463108,43463110,43463112,,270.95,157.85,193.92499999999998,226.55,246.63,276.7025,307.96349999999995,143.97999999999996,49900,0,0,17.771809940673876,88.00640612748383,83.41782499563033,85.67058177134608,80.36327516751743,71.45310740224083,243.5691452346117,71.48396935829682,78.91741477903216,84.78651673837865,84.09810342405177,81.84534664833603,116.07191562652588,0.9165475964546204,0,0.006571428571428572,0.32771428571428574,7.908248029152194,1.6772857308387756,0,0.0017142857142857142,0.34957142857142853,26.455291510852255
43463089,43463093,43463094,43463110,43463115,43463118,,270.85,154.8375,188.45,219.91250000000002,237.20749999999998,268.81,298.119,124.63999999999997,49400,1,0,18.31141993426342,86.37708828886383,81.98163906105152,84.21232009709792,78.70460560827223,75.64448671462326,217.49160607313118,171.5000752635777,78.09563269991217,83.42704984374168,82.46050910020026,80.22982806415388,123.39979410171509,1.0841666460037231,0,0.006285714285714286,0.3385714285714286,8.33511583912229,1.5088571310043335,0,0.001142857142857143,0.35742857142857143,22.984373404272503
43463089,43463093,43463097,43463105,43463110,43463120,,281.85,169.4875,206.95,242.3,258.915,285.7025,322.2075,171.545,49700,0,0,24.38090282757751,91.49215944464139,84.97832937992294,87.78616125766385,81.26945782061601,85.2360750656801,210.9408890048709,73.43078672655149,81.3224745590535,87.06937000639869,86.40633051381462,83.59849863607371,110.44809818267822,1.3009523153305054,0,0.004857142857142857,0.41285714285714287,7.887217348702198,1.2662857174873352,5,0.001142857142857143,0.4397142857142857,12.164200100176561
43463089,43463093,43463099,43463108,43463110,43463115,,273.95,166.20000000000002,202.47500000000002,237.39999999999998,254.8075,282.765,316.858,154.54999999999998,49500,0,0,23.956509178361465,89.56878504278983,83.83742065235103,86.47163464590491,80.48678998691098,82.25550442329885,217.62214682582945,71.56242214435586,79.54889185411297,85.44027642254147,84.9011475703162,82.26693357676231,115.40069580078125,0.9448809623718262,0,0.004285714285714286,0.3585714285714286,7.491696963874478,1.603428602218628,0,0.0015714285714285713,0.38042857142857145,25.241334158153588
43463093,43463094,43463102,43463105,43463107,43463108,,261.85,154.75,189.95,224.075,241.09999999999997,269.2625,300.40250000000003,121.33500000000001,49600,1,0,23.220654854670492,85.06270887051309,79.5695913933214,82.21204929187897,76.21051607824941,49.31446727515193,199.0655793934784,168.15241987334937,75.57498299206992,80.94078949226208,80.3550882122329,77.71263031367533,97.18630313873291,0.6813095211982727,0,0.005142857142857143,0.288,7.5883182119062065,1.8395714163780212,0,0.0021428571428571425,0.302,29.922418926959903
43463089,43463093,43463094,43463105,43463112,43463123,,271.1,162.025,197.17499999999998,230.6625,249.7575,277.31499999999994,311.40500000000003,155.12999999999997,50000,0,0,17.278687223498466,88.3928370598307,83.00785172985844,85.44277999198788,79.785123039017,83.06286156905304,217.10267780562944,71.16169474655624,78.87998812441649,84.75857008381118,84.16335324014729,81.72842497801786,104.53575849533081,0.7376191020011902,0,0.004571428571428572,0.3357142857142857,7.044151117486506,1.7627143263816833,0,0.0018571428571428571,0.35585714285714287,27.834883082158782
43463089,43463093,43463096,43463108,43463110,43463120,,276.4,163.975,199.67499999999998,234.7625,252.13,280.015,313.30349999999993,149.42499999999998,49700,0,0,22.931527065651654,89.6587638129335,84.03680733577629,86.5462108905323,80.63866371938582,82.15260645635365,211.91034762516665,72.4991595863688,80.00878693811876,85.73571689685777,85.00901073511274,82.49960718035675,139.48848247528076,1.0184524059295654,0,0.004285714285714286,0.37085714285714283,7.482765037395954,1.4768571257591248,0,0.0012857142857142856,0.394,22.554484796900717
43463089,43463092,43463093,43463107,43463115,43463120,,274.3,168.45,203.25,236.2,253.2,280.105,304.01849999999996,140.43,50000,0,0,24.31798314490395,89.34957173303239,83.37940428148185,86.01544016481427,79.9310767115905,92.58681066623919,198.49790920119045,71.65693787400127,78.51692392437191,83.65958747631436,82.74087409141016,80.10483820807775,126.82926654815674,0.8717857003211975,0,0.003142857142857143,0.3597142857142857,6.921200435041463,1.6162857413291931,0,0.0015714285714285715,0.37928571428571434,25.22464736548128
43463089,43463093,43463102,43463104,43463112,43463115,,265.95,152.8875,189,221.5625,241.63749999999996,268.71999999999997,301.8895,129.17999999999998,49300,1,0,18.377501123655026,86.22526329236175,81.09427109476997,83.38604511175708,77.92509505898053,76.2822428753852,221.87339014638243,170.0036561728619,77.26637320223124,82.9242107134419,82.23731621461351,79.94554219762638,108.27925205230713,0.8336904644966125,0,0.006857142857142857,0.30428571428571427,8.093178213940906,1.648714303970337,0,0.0015714285714285715,0.31614285714285717,26.49125025777282
43463089,43463093,43463095,43463105,43463115,43463118,,277.65,166.375,201.39999999999998,234.74999999999997,252.72249999999997,283.255,312.70799999999997,162.255,50000,1,0,22.45811834321766,89.65359624659189,83.84206068006773,86.67847757451963,80.17491726876892,83.0477175285196,211.88648045440215,172.19570258270005,79.5665790204663,84.88860210000877,84.10103856378069,81.26462166932879,139.48849439620972,0.9996428489685059,0,0.005142857142857143,0.37514285714285717,7.579766944698302,1.4814285635948181,0,0.001,0.40385714285714286,20.961718253587875
43463089,43463093,43463101,43463105,43463110,43463112,,282.25,172.825,209.425,243.2,261.83,290,315.805,187.28999999999996,49900,0,0,21.72091507619298,92.0356968277683,85.74873945519855,88.5886099969738,82.12887893137218,87.47081023426153,211.25276675640572,73.47889169471416,80.79304253489403,86.12754891899974,85.26732283329866,82.4274522915234,143.5978651046753,1.2941666841506958,0,0.004,0.422,7.661640672703142,1.1684285402297974,1,0.0007142857142857144,0.445,14.412251429917967
43463089,43463093,43463101,43463105,43463110,43463115,,285.25,183.95000000000002,217.55,249.7875,266.5075,297.75,330.73449999999997,197.85999999999999,49500,1,0,29.279927206192934,92.99117440789136,86.48656871895967,89.70789647857308,82.6236662923129,98.27320725531959,201.83393452297946,173.5573444807732,81.94247052121656,87.64456012189875,87.10626880204653,83.88494104243313,127.30270624160767,1.1616666316986084,0,0.002857142857142857,0.438,7.081464375283736,1.2938570976257324,0,0.0004285714285714286,0.461,17.30144019967036
43463089,43463093,43463096,43463110,43463111,43463115,,271.4,160.53750000000002,196.52499999999998,231.5,248.75249999999994,277.305,306.5575,134.215,49900,0,0,18.52319475393699,88.45440286341216,83.59777746899655,85.84945799551471,80.5474651186976,80.8262563903431,221.6128661299839,71.61232693995228,78.89355183035212,84.66750823047505,83.9230961942338,81.67141566771565,106.25693798065186,0.9891666769981384,0,0.004857142857142857,0.33371428571428574,7.727605361495622,1.4620000123977661,0,0.0014285714285714286,0.35671428571428576,24.524127607460102
43463089,43463093,43463101,43463105,43463107,43463120,,281.05,178.9875,214,245.85,262.90999999999997,292.1025,318.01,188.265,49400,0,0,28.985569402438653,91.64619922975747,84.87767689863516,88.08397564498672,80.99953911490468,93.78904060077991,209.98453957682787,72.40948839686742,79.99701900135636,85.13332757006289,84.37825085949376,81.1719521131422,138.9248490333557,1.1246428489685059,0,0.004285714285714286,0.4025714285714286,7.593473719347242,1.3174285292625427,0,0.001142857142857143,0.42414285714285715,21.43696488354301
43463089,43463093,43463100,43463102,43463115,43463118,,264.65,146.5375,182.575,215.2625,233.7575,264.65749999999997,300.71000000000004,116.63999999999997,49300,0,0,18.535281682322243,84.67578177923497,80.28020826700556,82.52719850183045,77.07370374740985,66.08639567369573,189.99139407325788,69.72863127443433,76.98126641123827,82.66197509028616,81.98691131321729,79.7399210783924,92.00987815856934,0.8065476417541504,0,0.004571428571428572,0.2917142857142857,7.723233782891254,1.6139999628067017,0,0.0015714285714285713,0.31714285714285717,27.0767074869184
43463089,43463093,43463097,43463108,43463112,43463115,,268.6,160.9125,194.9,229.9,246.665,278.8675,316.704,143.46999999999997,49600,0,0,18.823138890604056,87.45751826422558,83.06745890894716,85.4632531922984,80.02030243556085,80.55968334491702,248.0288688485735,70.5388233526665,78.88718564107592,85.19573337997133,84.83975364613408,82.44395936278283,139.97032642364502,1.034166693687439,0,0.008,0.3162857142857143,8.758732224390206,1.3727142810821533,0,0.0012857142857142859,0.33571428571428574,23.110659180420043
43463089,43463093,43463094,43463110,43463112,43463117,,266.85,153.7875,189.95000000000002,223.5,241.815,270.7775,303.59999999999997,128.71499999999997,49900,0,0,16.490043844721573,86.65153097645215,82.32168373692835,84.37572499161328,79.42335740462462,73.11579029660061,214.15041074383623,70.73153186398685,78.0779491742081,84.03983672522719,83.37032522974441,81.31628397505948,109.66483354568481,0.9449999928474426,0,0.005142857142857143,0.318,8.079491649693088,1.4531428813934326,0,0.0012857142857142859,0.3315714285714286,24.306507889767964
43463091,43463093,43463102,43463105,43463107,43463109,,267.85,168.78750000000002,203.22500000000002,239.15,257.05,284.26,317.5155,149.43499999999997,50000,0,0,24.642879681913378,88.79872978124448,82.99495772838236,85.71883982799707,79.81549502623557,68.85799982271186,220.5780101762765,69.67230591470573,78.14290024345,84.19608395107878,83.88961247257957,81.16573037296487,107.23798274993896,0.8909523487091064,0,0.005142857142857143,0.32657142857142857,7.575328944460434,1.5005714297294617,0,0.0014285714285714286,0.3445714285714286,24.988873393912677
43463091,43463093,43463102,43463105,43463107,43463112,,262.5,150.975,187.8,223.1,242.02249999999998,268.91249999999997,301.008,122.59499999999998,49700,0,0,19.17885626279381,85.51401544527313,80.12696423632516,82.59201255664874,76.91151080266745,56.48990856860729,201.26563981230314,68.68953526119333,76.11849106221183,81.67356460514397,81.08239854290679,78.6173502225832,89.69060182571411,0.7254762053489685,0,0.005142857142857143,0.2917142857142857,7.390840116683996,1.64214289188385,0,0.002142857142857143,0.3085714285714286,28.74864332420949
43463089,43463093,43463094,43463109,43463110,43463119,,272.2,171.8,207.125,239.75,258.515,285.36,315.0025,153.165,50000,1,0,20.72169314324945,90.26584927276457,85.16418679407032,87.43747000573201,82.31739869861548,90.84253738148752,224.36340336938605,171.79348616212798,79.74340788211492,85.95090800817167,85.42004639044018,83.14676317877849,97.45748043060303,0.7617857456207275,0,0.0037142857142857142,0.35485714285714287,6.7146805217848735,1.5897142887115479,0,0.0012857142857142856,0.36957142857142855,24.956510690602467
43463089,43463091,43463093,43463110,43463117,43463118,,269.5,165.85,198.7,231.95,249.98749999999995,276.555,305.004,157.49499999999998,49700,0,0,19.432962639048146,88.2584640116279,82.95876596383373,85.28749362132811,79.87444186116517,85.159669828815,215.45839125379072,70.92536677090081,78.20647976349147,83.88111168796961,83.15886509858775,80.83013744109337,86.31715774536133,0.7046428322792053,0,0.004857142857142857,0.3251428571428571,7.182540302003832,1.639285683631897,0,0.0015714285714285713,0.3434285714285714,26.841251186772936
43463089,43463091,43463093,43463112,43463115,43463117,,269.5,165.7,201.75,238.325,254.81499999999997,283.75,313.98449999999997,155.97499999999997,49900,0,0,19.83114242519351,88.96829604433182,83.93384484613054,86.38983081251975,80.94840473606405,94.51404340064896,241.24843876243034,70.67085015311118,78.72271014792327,84.78391509832085,84.31858417634615,81.86259820995696,130.20271062850952,0.8984523415565491,0,0.006285714285714286,0.3222857142857143,8.0707865061032,1.4405714869499207,0,0.0015714285714285713,0.34299999999999997,25.41044218751243
43463091,43463093,43463097,43463105,43463110,43463115,,267.35,166.2375,203.525,236.7,252.98749999999995,283.06249999999994,319.92049999999995,140.005,49800,0,0,23.578965894229846,88.08567386091684,82.93609244164503,85.58094899289071,79.81554577220345,74.45279005235402,216.47741216319173,69.69012914115457,78.4021883813877,84.68953141711602,84.46939107037514,81.82453451912946,103.73539924621582,0.8399999737739563,0,0.004857142857142857,0.31685714285714284,7.573928967187373,1.4900000095367432,0,0.0014285714285714286,0.33885714285714286,24.698694756573616
43463089,43463093,43463096,43463107,43463115,43463118,,268.2,152.05,187.3,222.40000000000003,237.61499999999998,264.22249999999997,295.5675,121.37999999999998,49500,1,0,19.61897345937088,85.81835854481594,80.25025451332587,82.64582112854055,76.75704911978582,73.85114708318385,187.55663070569233,170.42709639270825,76.9894745227048,82.10291956178523,81.15628603748668,78.76071942227202,119.10973787307739,0.9780952334403992,0,0.005714285714285714,0.30742857142857144,8.190801094054127,1.3415714502334595,0,0.001142857142857143,0.3302857142857143,22.74401649226114
